gc_obo_gare_origine_r_code_uic_c,gc_obo_type_c,gc_obo_gare_origine_r_name,gc_obo_nature_c,gc_obo_nom_recordtype_sc_c,date,gc_obo_date_heure_restitution_c
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-29T14:52:36+01:00,2023-01-07T14:43:27+01:00
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-12-29T14:51:17+01:00,2023-01-30T16:28:25+01:00
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,Carte d'abonnement,Objet trouvé,2022-12-29T14:48:18+01:00,2023-01-03T11:25:43+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-29T14:47:55+01:00,
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-12-29T14:45:39+01:00,2022-12-29T15:29:03+01:00
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,Autre pièce ou papier personnel,Objet trouvé,2022-12-29T14:41:03+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-29T14:39:02+01:00,2023-01-07T15:09:34+01:00
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2022-12-29T14:34:59+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-29T14:32:13+01:00,2023-01-23T11:28:04+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-12-29T14:06:11+01:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Téléphone portable,Objet trouvé,2022-12-29T13:59:21+01:00,
0087391003,"Articles d'enfants, de puériculture",Paris Montparnasse,"Autres articles enfants, bébé",Objet trouvé,2022-12-29T13:14:20+01:00,
0087391003,"Articles d'enfants, de puériculture",Paris Montparnasse,"Doudou, peluche",Objet trouvé,2022-12-29T13:00:48+01:00,2023-01-28T13:33:52+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à main,Objet trouvé,2022-12-29T12:35:53+01:00,2022-12-29T15:13:04+01:00
0087686006,Optique,Paris Gare de Lyon,Lunettes,Objet trouvé,2022-12-29T12:34:00+01:00,2023-01-04T16:18:46+01:00
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-12-29T12:19:06+01:00,2022-12-29T17:29:43+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-12-29T12:10:41+01:00,
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-29T11:56:27+01:00,2023-01-06T18:41:15+01:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-29T11:54:44+01:00,2022-12-29T14:59:19+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-29T11:36:36+01:00,2022-12-29T11:42:12+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Pull over, gilet",Objet trouvé,2022-12-29T11:21:22+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2022-12-29T11:09:28+01:00,2023-01-05T15:59:24+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Bonnet, chapeau",Objet trouvé,2022-12-29T11:00:30+01:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2022-12-29T10:37:36+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-12-29T10:34:39+01:00,
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Foulard, écharpe",Objet trouvé,2022-12-29T10:08:40+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-12-29T09:45:45+01:00,2023-01-09T08:37:30+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2022-12-29T09:39:04+01:00,2022-12-29T15:44:54+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2022-12-29T09:00:14+01:00,2022-12-29T09:33:43+01:00
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-12-29T08:57:33+01:00,
0087113001,"Vélos, trottinettes, accessoires 2 roues",Paris Est,Autre petit véhicule,Objet trouvé,2022-12-29T08:06:18+01:00,2022-12-30T12:07:41+01:00
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2022-12-28T22:21:10+01:00,2022-12-29T14:20:27+01:00
0087384008,Parapluies,Paris Saint-Lazare,"Parapluie télescopique, parapluie de poche",Objet trouvé,2022-12-28T22:13:34+01:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,Téléphone portable,Objet trouvé,2022-12-28T22:02:00+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T19:39:41+01:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Tablette tactile protégée (étui, housse)",Objet trouvé,2022-12-28T19:30:52+01:00,2022-12-29T10:33:13+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-12-28T19:17:49+01:00,2022-12-29T08:34:45+01:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-28T18:12:24+01:00,2023-01-03T17:41:34+01:00
0087391003,Parapluies,Paris Montparnasse,"Parapluie télescopique, parapluie de poche",Objet trouvé,2022-12-28T18:01:24+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2022-12-28T17:54:05+01:00,2022-12-28T18:41:54+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2022-12-28T17:42:24+01:00,2022-12-30T10:58:46+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"AirPod, casque audio, écouteurs",Objet trouvé,2022-12-28T17:36:51+01:00,
0087391003,"Livres, articles de papéterie",Paris Montparnasse,Autre livre,Objet trouvé,2022-12-28T17:30:12+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-12-28T17:21:07+01:00,2022-12-29T11:26:14+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte Vitale,Objet trouvé,2022-12-28T17:13:48+01:00,2023-02-01T16:18:48+01:00
0087271007,"Articles de sport, loisirs, camping",Paris Gare du Nord,"Raquette de tennis, de badminton",Objet trouvé,2022-12-28T17:07:09+01:00,2022-12-30T13:53:23+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"AirPod, casque audio, écouteurs",Objet trouvé,2022-12-28T17:00:47+01:00,
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T16:51:43+01:00,
0087686006,"Vêtements, chaussures",Paris Gare de Lyon,Chaussures (autre que chaussures de ski et patins),Objet trouvé,2022-12-28T15:39:17+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2022-12-28T15:38:08+01:00,2023-02-01T15:53:59+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-12-28T15:37:51+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Autre pièce ou papier personnel,Objet trouvé,2022-12-28T15:10:35+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T15:05:10+01:00,2023-01-12T17:20:15+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T14:59:23+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-12-28T14:55:55+01:00,2023-02-05T11:09:43+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-28T14:52:10+01:00,2022-12-29T13:29:50+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T14:45:44+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-28T14:35:11+01:00,
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T14:00:24+01:00,2022-12-30T15:37:47+01:00
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2022-12-28T13:49:44+01:00,2022-12-30T10:01:32+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-28T13:21:29+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T13:12:39+01:00,2023-01-07T14:08:27+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T13:07:20+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T13:04:34+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T12:56:54+01:00,2022-12-28T15:06:46+01:00
0087686006,"Vêtements, chaussures",Paris Gare de Lyon,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-12-28T12:53:52+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Attaché-case, serviette",Objet trouvé,2022-12-28T12:47:20+01:00,2023-01-05T11:10:38+01:00
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-12-28T12:40:48+01:00,2023-01-22T14:17:03+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T12:40:19+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T12:30:10+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T12:18:08+01:00,2023-01-13T11:26:19+01:00
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-12-28T12:16:57+01:00,2023-01-03T16:49:58+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Tablette tactile protégée (étui, housse)",Objet trouvé,2022-12-28T12:13:13+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T12:12:27+01:00,2022-12-29T19:02:35+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-28T12:11:10+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-28T11:57:56+01:00,2023-01-29T14:07:10+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-28T11:53:16+01:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Livre numérique,Objet trouvé,2022-12-28T11:49:12+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2022-12-28T11:45:09+01:00,2023-03-27T09:24:42+02:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T11:42:37+01:00,2022-12-28T11:52:33+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T11:38:52+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T11:31:58+01:00,2023-01-06T12:53:02+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2022-12-28T11:26:57+01:00,2023-01-09T16:24:21+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T11:20:06+01:00,
0087113001,"Vélos, trottinettes, accessoires 2 roues",Paris Est,Autre petit véhicule,Objet trouvé,2022-12-28T11:18:35+01:00,2023-01-03T09:27:29+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T11:13:54+01:00,2022-12-28T13:26:22+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-28T11:10:20+01:00,2022-12-30T19:39:25+01:00
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-12-28T10:34:17+01:00,2022-12-28T11:30:57+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-12-28T10:24:11+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-28T09:40:12+01:00,2022-12-29T12:09:59+01:00
0087271007,"Bijoux, montres",Paris Gare du Nord,Montre,Objet trouvé,2022-12-28T09:31:29+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2022-12-28T09:25:55+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-28T09:18:21+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-12-28T09:12:58+01:00,2023-01-17T17:18:06+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Autres appareils et accessoires électroniques,Objet trouvé,2022-12-28T09:08:32+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-28T09:07:11+01:00,2022-12-30T11:40:57+01:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-28T08:57:26+01:00,2023-01-06T12:23:58+01:00
0087113001,Pièces d'identités et papiers personnels,Paris Est,Autre pièce ou papier personnel,Objet trouvé,2022-12-28T08:26:55+01:00,
0087686667,"Clés, porte-clés, badge magnétique",Paris Bercy,Clé de voiture,Objet trouvé,2022-12-27T23:38:54+01:00,
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2022-12-27T23:31:47+01:00,
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2022-12-27T23:12:36+01:00,
0087384008,Divers,Paris Saint-Lazare,Autres divers,Objet trouvé,2022-12-27T22:39:54+01:00,
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,Carte d'abonnement,Objet trouvé,2022-12-27T22:18:02+01:00,2023-01-03T11:26:24+01:00
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-12-27T22:10:20+01:00,2023-01-10T17:46:36+01:00
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-12-27T22:03:51+01:00,2023-02-01T16:30:35+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-12-27T21:29:51+01:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2022-12-27T20:40:12+01:00,2022-12-28T10:15:49+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-12-27T20:28:47+01:00,2022-12-28T09:37:44+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-12-27T20:25:34+01:00,2022-12-28T20:13:06+01:00
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2022-12-27T19:51:54+01:00,2022-12-27T20:23:43+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2022-12-27T19:39:54+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-27T19:33:24+01:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Tablette tactile protégée (étui, housse)",Objet trouvé,2022-12-27T19:28:50+01:00,2023-02-16T15:10:57+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-27T19:21:41+01:00,2022-12-27T19:24:15+01:00
0087271007,"Clés, porte-clés, badge magnétique",Paris Gare du Nord,Clé de voiture,Objet trouvé,2022-12-27T19:12:08+01:00,2022-12-27T19:18:57+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-27T18:51:51+01:00,2023-01-17T15:24:33+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2022-12-27T18:48:31+01:00,2023-03-14T12:15:29+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-27T18:45:11+01:00,2022-12-27T18:48:23+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte d'abonnement,Objet trouvé,2022-12-27T18:44:50+01:00,2023-02-01T15:50:42+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2022-12-27T18:38:39+01:00,2022-12-29T07:23:43+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-27T18:16:01+01:00,
0087391003,"Articles d'enfants, de puériculture",Paris Montparnasse,"Jeu électronique (console de jeux: Gameboy, PSP, DS, …)",Objet trouvé,2022-12-27T18:12:22+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-12-27T18:02:28+01:00,2022-12-29T19:58:14+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2022-12-27T17:32:12+01:00,
